NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
Polished 2 BR/2BA Home in Chic W. Village! #10298,7671204580,unconfirmed,Sara,Manhattan,West Village,40.73927,-74.00936,United States,US,False,flexible,Entire home/apt,2021.0,592.0,118.0,30,25,2021-10-24,0,3.0,1.0,315,,2110
"Hip, lofty garden oasis apt with sundeck",84213575702,unconfirmed,Andrew,Brooklyn,Crown Heights,40.67823,-73.96332,United States,US,True,strict,Entire home/apt,2003.0,1188.0,238.0,3,9,2021-10-24,0,4.0,3.0,328,,2110
"Staypineapple New York, Fashionista w/Comm.",41895132205,unconfirmed,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,True,moderate,Private room,2015.0,1181.0,236.0,1,12,2021-10-24,0,2.0,18.0,331,,2110
Quaint And Cozy Close To All,88565937489,verified,Sue Ellen,Queens,Rockaway Beach,40.58828,-73.81357,United States,US,True,moderate,Entire home/apt,2013.0,991.0,198.0,3,86,2021-10-24,2,5.0,1.0,193,,2110
Big room Astoria 5 stop to manhattan wid N&W train,97682855955,unconfirmed,Marco,Queens,Astoria,40.7634,-73.91139,United States,US,False,strict,Private room,2003.0,668.0,134.0,25,9,2021-10-24,0,5.0,2.0,38,,2110
Gorgeous Bohemian Apt in Historic Brownstone,85326553480,verified,Liat,Brooklyn,Bedford-Stuyvesant,40.68635,-73.94222,United States,US,True,strict,Entire home/apt,2004.0,466.0,93.0,3,6,2021-10-24,0,5.0,1.0,294,,2110
Spacious modern 2br in prime Williamsburg,41775312898,unconfirmed,Aaron,Brooklyn,Williamsburg,40.70606,-73.95302,United States,US,True,strict,Private room,2021.0,901.0,180.0,3,3,2021-10-24,0,3.0,1.0,142,,2110
20 M from the Airport and 30 m to Time Square,29388087463,unconfirmed,Manuel,Queens,Ridgewood,40.71235,-73.91857,United States,US,False,moderate,Private room,2006.0,645.0,129.0,1,27,2021-10-24,1,4.0,2.0,337,,2110
The comfy spot (balcony/laundry/gym/ 70 inch tv,78637530752,unconfirmed,T,Bronx,Woodlawn,40.8989,-73.86164,United States,US,False,moderate,Entire home/apt,2019.0,120.0,24.0,1,3,2021-10-24,0,2.0,1.0,362,,2110
Vibrant Spacious Artists Creative Apt in Brooklyn!,23016236439,verified,Imani,Brooklyn,Bedford-Stuyvesant,40.69007,-73.95647,United States,US,False,strict,Entire home/apt,2012.0,677.0,135.0,2,11,2021-10-24,1,4.0,2.0,33,,2110
Cozy 2 Beds 1 Bath Apartment by Columbus Circle,56624024380,verified,Avi,Manhattan,Midtown,40.76401,-73.98341,United States,US,True,flexible,Entire home/apt,2015.0,136.0,27.0,30,1,2021-10-24,0,2.0,63.0,279,,2110
Bushwick : Hidden Gem,23206917088,verified,Julien,Brooklyn,Bushwick,40.69995,-73.93026,United States,US,True,flexible,Entire home/apt,2019.0,1006.0,201.0,35,1,2021-10-24,0,3.0,1.0,35,,2110
Duplex Event Loft | Celebration/Meeting/Photoshoot,90955855284,unconfirmed,Nomad,Manhattan,Midtown,40.74627,-73.98743,United States,US,False,strict,Entire home/apt,2019.0,897.0,179.0,1,2,2021-10-24,0,4.0,53.0,0,,2110
Lovely Hell's Kitchen Studio...,25291414661,verified,Carey,Manhattan,Hell's Kitchen,40.76198,-73.99361,United States,US,False,moderate,Entire home/apt,2022.0,521.0,104.0,30,74,2021-10-23,0,3.0,1.0,0,,2110
Holiday in Manhattan!  Great Views!,64646883410,verified,Anna,Manhattan,Inwood,40.86541,-73.92738,United States,US,True,flexible,Entire home/apt,2009.0,974.0,195.0,14,10,2021-10-23,0,5.0,1.0,238,,2110
Cozy comfortable private room in Brooklyn NY,80452345722,verified,Maki,Brooklyn,Windsor Terrace,40.6554,-73.98044,United States,US,False,strict,Private room,2021.0,345.0,69.0,31,37,2021-10-23,0,3.0,1.0,54,,2110
Spacious Luxury Loft - 1BR,2731432088,unconfirmed,Kathleen,Manhattan,Gramercy,40.73412,-73.98293,United States,US,True,moderate,Entire home/apt,2017.0,360.0,72.0,5,21,2021-10-23,0,5.0,1.0,53,,2110
2nd Floor of Duplex (Private Entrance + Bathroom),56676044428,verified,Vadim,Brooklyn,Bedford-Stuyvesant,40.69316,-73.94386,United States,US,False,flexible,Private room,2020.0,815.0,163.0,2,76,2021-10-23,1,2.0,2.0,90,,2110
"LOCATION, With Private Garden & Patio",72218478751,verified,Adesh,Queens,Ozone Park,40.68524,-73.84401,United States,US,False,strict,Entire home/apt,2006.0,869.0,174.0,30,33,2021-10-23,0,5.0,4.0,106,,2110
2 bedroom Flat in Park Slope,36671194898,verified,Kemar,Brooklyn,Gowanus,40.67793,-73.98318,United States,US,False,flexible,Entire home/apt,2007.0,545.0,109.0,7,13,2021-10-23,0,3.0,2.0,0,,2110
E community that is commercially inclined.No smoke,90260572927,verified,Alex,Bronx,Allerton,40.8584,-73.8658,United States,US,False,moderate,Entire home/apt,2019.0,1070.0,214.0,1,122,2021-10-23,3,3.0,1.0,42,,2110
High floor Corner King w panoramic views of SoHo,97199158139,verified,ModernHaus SoHo,Manhattan,SoHo,40.72278,-74.00482,United States,US,False,flexible,Private room,2007.0,566.0,113.0,1,9,2021-10-23,0,2.0,2.0,171,,2110
MedStay Studio #1,4847158082,verified,Orfelina,Bronx,Claremont Village,40.84196,-73.90571,United States,US,False,strict,Entire home/apt,2004.0,803.0,161.0,5,7,2021-10-23,0,5.0,25.0,216,,2110
New Modern Apt. 1 Bed/1.5 Bath in Williamsburg,30934033689,verified,Michael,Brooklyn,Williamsburg,40.71185,-73.95766,United States,US,True,strict,Entire home/apt,2017.0,1082.0,216.0,31,4,2021-10-23,0,3.0,3.0,216,,2110
$3.5 MLN LOFT @ TrIbEcA-Keyed elev.,42289475943,unconfirmed,Daia,Manhattan,Tribeca,40.71775,-74.00569,United States,US,False,strict,Entire home/apt,2022.0,57.0,11.0,30,3,2021-10-23,0,5.0,25.0,242,,2110
Room in a comfy apartment in Ridgewood!,73836747225,unconfirmed,Patricia,Queens,Ridgewood,40.70505,-73.9122,United States,US,True,flexible,Private room,2016.0,505.0,101.0,1,15,2021-10-23,1,4.0,3.0,108,,2110
Chic Studio in the heart of the East Village,74673192642,unconfirmed,Jeremy,Manhattan,East Village,40.72754,-73.98853,United States,US,False,strict,Entire home/apt,2012.0,1053.0,211.0,60,2,2021-10-23,0,2.0,23.0,114,,2110
Brooklyn Oasis,29552471143,verified,M,Brooklyn,East New York,40.66843047,-73.8938705,United States,US,False,flexible,Entire home/apt,2015.0,647.0,129.0,2,1,2021-10-23,0,2.0,1.0,90,,2110
Stunning & Modern 2 BR Apt- W/ Doorman & Laundry,65113653970,unconfirmed,Nathan,Manhattan,Hell's Kitchen,40.75919,-73.99036,United States,US,False,moderate,Entire home/apt,2006.0,1044.0,209.0,30,1,2021-10-23,0,2.0,37.0,249,,2110
Beautiful room in boutique house in Brooklyn,37016661895,unconfirmed,Camila,Brooklyn,Crown Heights,40.67409,-73.92671,United States,US,False,flexible,Private room,2015.0,930.0,186.0,3,3,2021-10-23,0,2.0,4.0,365,,2110
Lovely 2- bedroom rental unit & patio!,45487161302,verified,Yannick,Brooklyn,Bedford-Stuyvesant,40.68837,-73.93393,United States,US,True,moderate,Entire home/apt,2019.0,736.0,147.0,1,24,2021-10-23,2,2.0,1.0,81,,2110
Comfy and cozy  - by the Park and subway,30092275234,verified,Asi,Manhattan,Lower East Side,40.72093,-73.99094,United States,US,False,moderate,Entire home/apt,2021.0,976.0,195.0,30,3,2021-10-23,0,2.0,10.0,293,,2110
2 bedroom in quiet Yonkers neighborhood,83263975901,unconfirmed,Jonathan,Bronx,Woodlawn,40.90362,-73.863,United States,US,True,moderate,Entire home/apt,2007.0,684.0,137.0,4,4,2021-10-23,0,4.0,1.0,187,,2110
Spacious Modern Room | PRIVATE BATHROOM,1910087322,verified,Kristina And,Brooklyn,Bushwick,40.6922,-73.91157,United States,US,True,flexible,Private room,2020.0,252.0,50.0,30,1,2021-10-23,0,5.0,16.0,339,,2110
Lovely 1 bedroom unit next to NYBG and  Bronx zoo!,9823451372,unconfirmed,Anthony,Bronx,Allerton,40.8634,-73.86801,United States,US,False,moderate,Private room,2004.0,973.0,195.0,30,2,2021-10-23,0,5.0,2.0,365,,2110
"Lovely, spacious 1-bedroom unit in NYC",30880013730,unconfirmed,Ella Jane,Manhattan,Harlem,40.82993,-73.9496,United States,US,False,moderate,Private room,2016.0,904.0,181.0,3,1,2021-10-23,0,4.0,2.0,302,,2110
Luxury West Village apt with views!,1111066666,unconfirmed,Lillian,Manhattan,West Village,40.73637,-74.00259,United States,US,True,moderate,Entire home/apt,2022.0,937.0,187.0,5,11,2021-10-22,0,5.0,1.0,0,,2110
The Lincoln,16099194738,verified,Althea,Brooklyn,Crown Heights,40.67122,-73.95012,United States,US,False,flexible,Entire home/apt,2004.0,659.0,132.0,30,95,2021-10-22,1,4.0,2.0,273,,2110
Remsen Village Rental,48491738270,unconfirmed,Dawn,Brooklyn,East Flatbush,40.65514,-73.91992,United States,US,False,moderate,Entire home/apt,2006.0,593.0,119.0,30,88,2021-10-22,1,4.0,2.0,338,,2110
Cozy East Village Room,86850786587,verified,Lydia,Manhattan,East Village,40.72715,-73.98714,United States,US,False,strict,Private room,2003.0,1085.0,217.0,30,15,2021-10-22,0,3.0,1.0,0,,2110
NYC living to it's fullest... in a good way!,62547220898,verified,Pascal,Manhattan,East Harlem,40.80758,-73.93892,United States,US,True,flexible,Entire home/apt,2004.0,510.0,102.0,1,40,2021-10-22,0,2.0,2.0,37,,2110
Designer Downtown Loft,2178081476,unconfirmed,Hampton,Manhattan,East Village,40.73316,-73.98824,United States,US,True,strict,Entire home/apt,2007.0,210.0,42.0,30,20,2021-10-22,0,3.0,1.0,308,,2110
Wonderful 1 Bedroom Apartment (NYU CAMPUS),85301493812,verified,Mike,Manhattan,Greenwich Village,40.72818,-74.00114,United States,US,True,flexible,Entire home/apt,2006.0,842.0,168.0,30,5,2021-10-22,0,2.0,2.0,0,,2110
Large and spacious 2 bedroom in East Village,72207883339,verified,Lindsey,Manhattan,East Village,40.72586,-73.9778,United States,US,False,strict,Entire home/apt,2016.0,639.0,128.0,5,7,2021-10-22,0,2.0,1.0,63,,2110
Modern Architectural Church boutique w/gym 2/1.5br,92756021732,unconfirmed,Danielle,Brooklyn,Crown Heights,40.6655,-73.9308,United States,US,True,flexible,Private room,2014.0,619.0,124.0,1,4,2021-10-22,0,2.0,2.0,307,,2110
Priv Bright Sunny Room 15 Minutes to Manhattan/LGA,98025907992,unconfirmed,Miss. G.,Queens,Ditmars Steinway,40.77247,-73.91273,United States,US,False,flexible,Private room,2005.0,785.0,157.0,30,4,2021-10-22,0,4.0,4.0,338,,2110
Modern & Stylish Harlem apartment - Prime Location,7833668295,verified,Alex,Manhattan,Harlem,40.80311,-73.95721,United States,US,False,strict,Entire home/apt,2005.0,493.0,99.0,30,5,2021-10-22,0,2.0,1.0,365,,2110
Williamsburg Quintessential Loft - Prime Location.,93435559030,unconfirmed,Thibaut,Brooklyn,Williamsburg,40.71826,-73.95887,United States,US,False,flexible,Private room,2020.0,952.0,190.0,2,8,2021-10-22,0,4.0,1.0,147,,2110
Whitney Court by Rove | Beautiful Work/Live Williamsburg Townhome,72914614656,verified,Rove,Brooklyn,Williamsburg,40.7126,-73.94766,United States,US,True,moderate,Entire home/apt,2021.0,1176.0,235.0,30,1,2021-10-22,0,2.0,2.0,93,,2110
Hudson Yards area. Renovated apartment,54201306177,verified,Sergio,Manhattan,Chelsea,40.75048,-74.00134,United States,US,False,strict,Entire home/apt,2013.0,608.0,122.0,4,79,2021-10-21,0,5.0,1.0,15,,2110
"Private Bedroom, Bath & Books in Brooklyn",61688832592,verified,Trista,Brooklyn,Crown Heights,40.67808,-73.9573,United States,US,True,strict,Private room,2016.0,410.0,82.0,30,16,2021-10-21,0,3.0,1.0,13,,2110
Brooklyn Oasis - Master Bedroom.,58685163485,unconfirmed,Rachel,Brooklyn,Flatbush,40.65413,-73.95997,United States,US,False,strict,Private room,2009.0,1105.0,221.0,30,70,2021-10-21,0,4.0,1.0,226,,2110
Sunny Clinton Hill Apt w/Patio,8147953680,verified,Alex,Brooklyn,Clinton Hill,40.68048,-73.96051,United States,US,True,moderate,Entire home/apt,2022.0,299.0,60.0,30,24,2021-10-21,0,3.0,1.0,77,,2110
Private Parlour Floor,77451049943,unconfirmed,Lorna,Brooklyn,Bedford-Stuyvesant,40.6818,-73.95655,United States,US,False,strict,Entire home/apt,2017.0,881.0,176.0,31,87,2021-10-21,1,3.0,1.0,338,,2110
Spacious Sunny Office & Suite on a Private Floor,51621827665,unconfirmed,Martine,Bronx,Port Morris,40.80233,-73.91473,United States,US,False,moderate,Entire home/apt,2004.0,840.0,168.0,14,36,2021-10-21,0,2.0,1.0,172,,2110
Cozy Room by  Lincoln Hospital and Yankee Stadium.,88241778685,unconfirmed,Toufik,Bronx,Concourse,40.82429,-73.9271,United States,US,True,flexible,Private room,2007.0,204.0,41.0,30,106,2021-10-21,1,2.0,2.0,365,,2110
Manhattan Room Near Train Station & Central Park,52044682560,unconfirmed,Kaz,Manhattan,East Harlem,40.79446,-73.94185,United States,US,False,moderate,Private room,2012.0,76.0,15.0,30,5,2021-10-21,0,2.0,161.0,140,,2110
Cozy & Gorgeous Girls room Near Train / Manhattan,31481778020,verified,Kaz,Queens,Woodside,40.74444,-73.90843,United States,US,True,moderate,Private room,2019.0,226.0,45.0,30,5,2021-10-21,0,4.0,161.0,304,,2110
Beautiful 1 bedroom in a luxury building,20068484811,verified,Anthony,Manhattan,Hell's Kitchen,40.76036,-73.99942,United States,US,False,strict,Entire home/apt,2021.0,339.0,68.0,3,2,2021-10-21,0,2.0,1.0,0,,2110
Studio Monarch - Photography & Production Only,51109708789,unconfirmed,Aaron,Brooklyn,Red Hook,40.67958,-74.00696,United States,US,False,strict,Shared room,2011.0,87.0,17.0,1,4,2021-10-21,0,4.0,2.0,0,,2110
Large West Village 1 bedroom apartment QUIET!,38209118434,unconfirmed,Sara,Manhattan,West Village,40.73262,-74.00264,United States,US,False,moderate,Entire home/apt,2009.0,466.0,93.0,30,4,2021-10-21,0,3.0,1.0,0,,2110
Cozy Studio across from Central Park + Gym,83594977811,unconfirmed,Nice Stay,Manhattan,East Harlem,40.78821,-73.95401,United States,US,True,flexible,Entire home/apt,2004.0,271.0,54.0,29,3,2021-10-21,0,5.0,12.0,54,,2110
Relaxed BK Commuter Unit,27974802188,unconfirmed,William,Brooklyn,Williamsburg,40.70887,-73.94644,United States,US,True,flexible,Entire home/apt,2019.0,1071.0,214.0,30,1,2021-10-21,0,4.0,1.0,59,,2110
Stylish and Sunny one bedroom in Crown Heights,81133435924,unconfirmed,Sabrine,Brooklyn,Crown Heights,40.66441,-73.95339,United States,US,True,flexible,Entire home/apt,2018.0,201.0,40.0,5,1,2021-10-21,0,4.0,1.0,9,,2110
Luxury Designer Home Downtown Manhattan,82475281883,unconfirmed,M,Manhattan,Lower East Side,40.72123,-73.98451,United States,US,False,strict,Entire home/apt,2004.0,442.0,88.0,3,69,2021-10-20,0,4.0,1.0,355,,2110
Spacious Room Near NYC! WiFi A/C & No Cleaning fee,80391715050,unconfirmed,Celeste,Queens,Flushing,40.75869,-73.80992,United States,US,False,moderate,Private room,2021.0,197.0,39.0,30,12,2021-10-20,0,5.0,3.0,268,,2110
Great Clinton Hill condo near Fort Green/ Bedstuy,77208132868,verified,Howard,Brooklyn,Bedford-Stuyvesant,40.68533,-73.95925,United States,US,True,flexible,Entire home/apt,2010.0,73.0,15.0,7,42,2021-10-20,0,3.0,1.0,358,,2110
Artist's Loft in Garment District,25385882754,unconfirmed,Anne,Manhattan,Hell's Kitchen,40.75492,-73.99557,United States,US,False,moderate,Entire home/apt,2012.0,685.0,137.0,30,8,2021-10-20,0,4.0,1.0,142,,2110
"Sundrenched, Beautiful New Reno",18730942590,verified,Benjamin,Brooklyn,Sunset Park,40.66505,-73.994,United States,US,False,strict,Entire home/apt,2011.0,1143.0,229.0,30,5,2021-10-20,0,4.0,19.0,355,,2110
145 Mulberry-Renovated Studio,76982784522,unconfirmed,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,United States,US,True,strict,Entire home/apt,2014.0,1001.0,200.0,30,13,2021-10-20,0,3.0,186.0,279,,2110
Elegant &Classical.Convenient to Manhattan or JFK.,36610937851,verified,Jane,Queens,Woodhaven,40.68936,-73.84945,United States,US,True,strict,Private room,2021.0,1056.0,211.0,30,45,2021-10-20,1,2.0,2.0,125,,2110
Family Perfect Room - 2 Dbl Beds,12291545102,verified,Park Central,Manhattan,Midtown,40.76462,-73.98319,United States,US,False,moderate,Private room,2004.0,657.0,131.0,1,20,2021-10-20,1,3.0,7.0,358,,2110
"private bathroom, kitchen, living in williamsburg",48791601475,verified,Ashley,Brooklyn,Williamsburg,40.70908,-73.94937,United States,US,True,strict,Private room,2018.0,1087.0,217.0,4,27,2021-10-20,0,4.0,3.0,0,,2110
"5mins -JFK Walking to Jamaica Airtrain,subway,LIRR",51022285528,verified,André,Queens,Jamaica,40.69509,-73.81158,United States,US,True,moderate,Private room,2016.0,1023.0,205.0,30,4,2021-10-20,0,4.0,3.0,0,,2110
Renovated Luxury 1 Bedroom on the Upper East Side,40216220459,verified,Ralph,Manhattan,Upper East Side,40.76448,-73.96272,United States,US,False,strict,Entire home/apt,2013.0,233.0,47.0,30,2,2021-10-20,0,4.0,13.0,196,,2110
Lovely boho single master room,90125372165,verified,Alé,Manhattan,Kips Bay,40.74534,-73.97794,United States,US,True,strict,Private room,2019.0,712.0,142.0,2,1,2021-10-20,0,5.0,3.0,327,,2110
Private One Bedroom | Express Train+Fast WiFi,32768289184,unconfirmed,Nick,Brooklyn,East New York,40.67596,-73.87903,United States,US,True,flexible,Private room,2005.0,695.0,139.0,1,2,2021-10-20,0,3.0,6.0,16,,2110
145 Mulberry-Renovated Studio in Little Italy,42274359165,verified,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,United States,US,False,moderate,Entire home/apt,2006.0,719.0,144.0,30,6,2021-10-19,0,3.0,186.0,278,,2110
Red Apple Suite Harlem NYC - Private Brownstone,37093847674,verified,Ephraim,Manhattan,Harlem,40.81618,-73.94645,United States,US,True,flexible,Entire home/apt,2015.0,541.0,108.0,5,156,2021-10-19,2,3.0,4.0,0,,2110
Williamsburg Apt: Near Train & Close to Waterfront,16996981644,verified,Charles,Brooklyn,Williamsburg,40.7156,-73.95112,United States,US,False,moderate,Private room,2010.0,914.0,183.0,30,29,2021-10-19,0,5.0,3.0,90,,2110
Clean Chinatown Studio,35726624452,verified,Frances,Manhattan,Chinatown,40.71635,-73.99858,United States,US,False,strict,Entire home/apt,2015.0,1067.0,213.0,30,25,2021-10-19,0,4.0,1.0,107,,2110
"Cozy UES Studio w/ Doorman, Gym and Pool #6127",20129356534,verified,MyNyHousing,Manhattan,East Harlem,40.78674,-73.94866,United States,US,True,flexible,Entire home/apt,2016.0,338.0,68.0,30,7,2021-10-19,0,4.0,48.0,352,,2110
Private studio apartment in Bronx,21919621964,verified,Ms. Lee,Bronx,Parkchester,40.84136,-73.85539,United States,US,False,flexible,Entire home/apt,2007.0,404.0,81.0,30,19,2021-10-19,0,4.0,1.0,31,,2110
The Library,37883133073,verified,Sarah,Brooklyn,Park Slope,40.67124,-73.97542,United States,US,True,flexible,Entire home/apt,2017.0,333.0,67.0,4,8,2021-10-19,0,2.0,1.0,0,,2110
New(2015) Room & easy commute to Manhattan 35min,38545738759,unconfirmed,Soya,Queens,Elmhurst,40.74025,-73.87741,United States,US,True,flexible,Private room,2018.0,310.0,62.0,30,2,2021-10-19,0,3.0,171.0,48,,2110
3rd Stop to Manhattan(Express) + Renovated Bath,77391824814,unconfirmed,Momoyo,Queens,Woodside,40.7425,-73.89279,United States,US,True,moderate,Private room,2021.0,251.0,50.0,30,1,2021-10-19,0,4.0,126.0,0,,2110
Beautiful area. In 3 min walk to L train.,66642933194,verified,Irina,Brooklyn,Williamsburg,40.70985,-73.9413,United States,US,False,strict,Entire home/apt,2004.0,1057.0,211.0,7,24,2021-10-19,1,3.0,1.0,0,,2110
1 bedroom with balcony on the Lower East Side,15681244991,verified,Connor,Manhattan,Lower East Side,40.72165,-73.98835,United States,US,False,flexible,Entire home/apt,2021.0,824.0,165.0,30,3,2021-10-19,0,5.0,1.0,0,,2110
Clean and Cozy Newly Renovated 2 Bedroom Apartment,68143243808,unconfirmed,Kimberley,Queens,Long Island City,40.75426,-73.92274,United States,US,False,flexible,Entire home/apt,2016.0,248.0,50.0,30,5,2021-10-19,0,3.0,2.0,305,,2110
Lovely 1-Bdr next to Astoria Park,6076658275,verified,Olta,Queens,Ditmars Steinway,40.78102,-73.91992,United States,US,True,strict,Entire home/apt,2005.0,526.0,105.0,5,3,2021-10-19,0,2.0,2.0,36,,2110
Blac door @ the KutKave,47127616879,verified,Knight,Brooklyn,Bushwick,40.69116,-73.91686,United States,US,True,moderate,Private room,2017.0,705.0,141.0,2,4,2021-10-19,0,3.0,9.0,89,,2110
"Private Room in the heart of NYC, 61F1",69942236412,verified,Hudson,Manhattan,Hell's Kitchen,40.75439,-73.99685,United States,US,False,flexible,Private room,2020.0,338.0,68.0,30,1,2021-10-19,0,5.0,22.0,180,,2110
CONTACT HOST BEFORE BOOKING!Near Times Square,44353471439,verified,Aron,Manhattan,Hell's Kitchen,40.76381,-73.9946,United States,US,False,moderate,Private room,2012.0,350.0,70.0,60,1,2021-10-19,0,4.0,7.0,337,,2110
Private bedroom 5 minutes to subway 15 to Midtown,78454976917,unconfirmed,James,Manhattan,Harlem,40.82478,-73.95006,United States,US,False,flexible,Private room,2019.0,1158.0,232.0,3,1,2021-10-19,0,4.0,6.0,0,,2110
Awesome Private Room Next to Astoria Subway St,87167918072,unconfirmed,Priscilla,Queens,Ditmars Steinway,40.77394,-73.91671,United States,US,True,strict,Private room,2019.0,930.0,186.0,1,1,2021-10-19,0,5.0,2.0,0,,2110
Brooklyn's top,53373281051,verified,Maurice,Brooklyn,Crown Heights,40.67606,-73.95127,United States,US,False,moderate,Entire home/apt,2011.0,276.0,55.0,30,82,2021-10-18,1,3.0,4.0,358,,2110
Prime Williamsburg duplex Bedford L,95348835257,unconfirmed,Waleska,Brooklyn,Williamsburg,40.71926,-73.9576,United States,US,True,strict,Entire home/apt,2022.0,685.0,137.0,2,158,2021-10-18,1,2.0,1.0,0,,2110
Big comfy space close to Yankees.,65371329913,unconfirmed,Jose And Ysaira,Bronx,Morris Heights,40.84843,-73.9119,United States,US,False,moderate,Private room,2019.0,670.0,134.0,3,38,2021-10-18,0,4.0,1.0,357,,2110
Luxurious 2 BR - Gramercy,69701120378,verified,Stay With Vibe,Manhattan,Kips Bay,40.74202,-73.9789,United States,US,True,moderate,Entire home/apt,2016.0,857.0,171.0,30,15,2021-10-18,0,5.0,108.0,332,,2110
1BR Bright & Spacious in West Harlem,14335179638,unconfirmed,Jorge,Manhattan,Harlem,40.80361,-73.95425,United States,US,True,flexible,Entire home/apt,2017.0,269.0,54.0,30,58,2021-10-18,0,3.0,1.0,365,,2110
Luxury One Bedroom Suite,45222255723,verified,Shamaine,Brooklyn,Flatbush,40.64665,-73.9681,United States,US,True,strict,Private room,2019.0,767.0,153.0,2,48,2021-10-18,0,4.0,1.0,343,,2110
"Clean and modern in prime Carroll Gardens, BK",50209996316,verified,Scott,Brooklyn,Carroll Gardens,40.67643,-74.00014,United States,US,True,strict,Private room,2011.0,591.0,118.0,3,64,2021-10-18,0,4.0,1.0,309,,2110
Large 1-bedroom near Times Square,97372856467,unconfirmed,Manu,Manhattan,Hell's Kitchen,40.76241,-73.99148,United States,US,False,flexible,Entire home/apt,2021.0,1004.0,201.0,30,28,2021-10-18,0,5.0,1.0,247,,2110
A Nice and Warm Place to Stay in Sunnyside!,58302668747,verified,Kaz,Queens,Sunnyside,40.73901,-73.91975,United States,US,False,moderate,Private room,2019.0,56.0,11.0,30,8,2021-10-18,0,2.0,161.0,246,,2110
"Modern, Well-Appointed Room in NYC!",37676230305,verified,Kevin,Brooklyn,Bedford-Stuyvesant,40.69216,-73.95845,United States,US,False,moderate,Private room,2019.0,359.0,72.0,21,115,2021-10-18,2,5.0,2.0,1,,2110
Beautiful Rm  nearJfk / 15 mins LGA Free Parking,16466772948,unconfirmed,Michael And Carrol,Queens,Springfield Gardens,40.66262,-73.7488,United States,US,True,flexible,Private room,2020.0,158.0,32.0,1,30,2021-10-18,0,5.0,3.0,342,,2110
Brooklyn beauty,81235049457,verified,Clement & Rose,Brooklyn,Flatlands,40.63153,-73.92616,United States,US,True,strict,Entire home/apt,2006.0,787.0,157.0,1,10,2021-10-18,0,5.0,4.0,85,,2110
Amazing Room|Private BATHROOM,90454651319,verified,Kristina & Jack,Queens,Ridgewood,40.69935,-73.90366,United States,US,True,strict,Private room,2015.0,383.0,77.0,30,2,2021-10-18,0,3.0,24.0,365,,2110
20-37 46st Astoria Queens NYC,35145632621,unconfirmed,Diego,Queens,Ditmars Steinway,40.77214,-73.89799,United States,US,False,flexible,Private room,2017.0,286.0,57.0,2,11,2021-10-18,0,2.0,1.0,0,,2110
Peaceful & luxurious apt. in the heart of Astoria,28557452854,verified,Giovanni,Queens,Astoria,40.76795,-73.91228,United States,US,True,flexible,Entire home/apt,2014.0,674.0,135.0,1,20,2021-10-18,1,4.0,1.0,57,,2110
BK apartment Williamsburg,2181747379,verified,Krista,Brooklyn,Williamsburg,40.71269,-73.94704,United States,US,True,flexible,Entire home/apt,2009.0,88.0,18.0,3,3,2021-10-18,0,4.0,1.0,0,,2110
Modern Two-Bedroom Apt Close to Manhattan Elegant,83740856881,unconfirmed,Jemar Ira,Brooklyn,Bedford-Stuyvesant,40.67995,-73.91086,United States,US,False,flexible,Entire home/apt,2006.0,622.0,124.0,7,8,2021-10-18,0,2.0,7.0,275,,2110
Concrete Jungle,83626707171,verified,Richard,Manhattan,Upper West Side,40.80427,-73.96701,United States,US,True,moderate,Private room,2011.0,227.0,45.0,2,13,2021-10-18,1,5.0,56.0,200,,2110
Industrial loft with a balcony,14571951458,unconfirmed,Neil,Brooklyn,Williamsburg,40.71311,-73.9583,United States,US,True,flexible,Entire home/apt,2018.0,677.0,135.0,4,27,2021-10-18,2,4.0,1.0,0,,2110
Chic artist's loft in best Williamsburg location,49824129170,verified,Maya,Brooklyn,Williamsburg,40.71647,-73.95818,United States,US,False,flexible,Entire home/apt,2013.0,1154.0,231.0,6,3,2021-10-18,0,2.0,1.0,308,,2110
Hidden gem in Fort Greene,81463878517,verified,Brian,Brooklyn,Fort Greene,40.69304,-73.97148,United States,US,True,strict,Entire home/apt,2020.0,347.0,69.0,3,56,2021-10-17,0,3.0,1.0,32,,2110
Centrally Located Bedroom with Private Garden,70125745412,verified,Jennifer,Brooklyn,Park Slope,40.67984,-73.97661,United States,US,True,moderate,Private room,2012.0,354.0,71.0,30,21,2021-10-17,0,5.0,3.0,364,,2110
Authentic studio-UES (30 days MIN),10232073754,unconfirmed,The Local Stay,Manhattan,Upper East Side,40.7736,-73.95339,United States,US,True,moderate,Entire home/apt,2003.0,799.0,160.0,30,11,2021-10-17,0,4.0,48.0,278,,2110
Comfortable room for one,88547959509,verified,Joyce,Queens,Forest Hills,40.72101,-73.85591,United States,US,True,flexible,Private room,2021.0,357.0,71.0,1,22,2021-10-17,0,3.0,3.0,247,,2110
